name	album_name	release_date	popularity	duration	danceability
Invisible	reputation Stadium Tour Surprise Song Playlist	2017-11-09	33	205853	0.609
Breathe	reputation Stadium Tour Surprise Song Playlist	2017-11-09	35	264946	0.442
Better Man	reputation Stadium Tour Surprise Song Playlist	2017-11-09	37	263613	0.502
Jump Then Fall	reputation Stadium Tour Surprise Song Playlist	2017-11-09	32	238093	0.617
Begin Again	reputation Stadium Tour Surprise Song Playlist	2017-11-09	34	239426	0.53
Tied Together with a Smile	reputation Stadium Tour Surprise Song Playlist	2017-11-09	32	251213	0.479
The Story Of Us	reputation Stadium Tour Surprise Song Playlist	2017-11-09	37	267653	0.547
Forever & Always	reputation Stadium Tour Surprise Song Playlist	2017-11-09	33	226293	0.607
Hey Stephen	reputation Stadium Tour Surprise Song Playlist	2017-11-09	32	256040	0.843
Speak Now	reputation Stadium Tour Surprise Song Playlist	2017-11-09	35	243346	0.712
Wonderland	reputation Stadium Tour Surprise Song Playlist	2017-11-09	37	245560	0.422
White Horse	reputation Stadium Tour Surprise Song Playlist	2017-11-09	34	235400	0.578
I'm Only Me When I'm With You	reputation Stadium Tour Surprise Song Playlist	2017-11-09	34	215600	0.556
Starlight	reputation Stadium Tour Surprise Song Playlist	2017-11-09	33	220600	0.649
I Know Places	reputation Stadium Tour Surprise Song Playlist	2017-11-09	35	195706	0.602
Welcome To New York - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	15	209388	0.823
Blank Space - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	19	228598	0.605
Style - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	21	230303	0.57
Out Of The Woods - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	20	233608	0.49
All You Had To Do Was Stay - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	14	191582	0.628
Shake It Off - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	21	217567	0.705
I Wish You Would - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	15	204915	0.591
Bad Blood - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	14	209842	0.66
Wildest Dreams - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	19	218705	0.544
How You Get The Girl - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	13	245420	0.731
This Love - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	14	247166	0.482
I Know Places - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	15	193811	0.64
Clean - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	14	269207	0.856
Wonderland - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	12	242409	0.464
You Are In Love - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	13	266003	0.448
New Romantics - Karaoke Version	Taylor Swift Karaoke: 1989 (Deluxe)	2015-02-01	14	227743	0.61
